,Unnamed: 0,Issued,Operating Name,Licence Address Line 3,Licence No.,Category,postal,lat,lng,year,area
102201,102230,13/06/67,CHIMNEY AND FIREPLACE SER,L9R,T850026030,BUILDING RENOVATOR,L9R,44.161137,-79.864695,1967,L9R
102202,102231,28/06/78,QUALITY & GENERAL CONSTRUCTION,M9L,T850038076,BUILDING RENOVATOR,M9L,43.75901,-79.545197,1978,M9L
102203,102232,19/09/83,,M1H,T850058892,BUILDING RENOVATOR,M1H,43.770981,-79.238007,1983,M1H
102204,102233,29/07/92,D/JAY INSTALLATIONS,L4C,T850219667,BUILDING RENOVATOR,L4C,43.894145,-79.436629,1992,L4C
102205,102234,02/06/94,MIROSS CORPORATION,M5M,T850231529,BUILDING RENOVATOR,M5M,43.735323,-79.418211,1994,M5M
102206,102235,18/02/76,,M1C,T850007584,BUILDING RENOVATOR,M1C,43.789091,-79.160265,1976,M1C
102207,102236,31/05/76,,L1V,T850036229,BUILDING RENOVATOR,L1V,43.835053,-79.099848,1976,L1V
102208,102237,11/03/88,CARMEN RENOVATIONS,L1V,T850099219,BUILDING RENOVATOR,L1V,43.835053,-79.099848,1988,L1V
102209,102238,04/10/88,,M1B,T850106246,BUILDING RENOVATOR,M1B,43.754569,-79.352342,1988,M1B
102210,102239,05/02/96,CLIFFORD RESTORATION LIMITED,M1L,T850241892,BUILDING RENOVATOR,M1L,43.701933,-79.276201,1996,M1L
102211,102240,20/02/67,,M8Z,T850034034,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,1967,M8Z
102212,102241,11/03/83,,M1P,T850054859,BUILDING RENOVATOR,M1P,43.752142,-79.265428,1983,M1P
102213,102242,28/01/83,,M6S,T850053844,BUILDING RENOVATOR,M6S,43.650799,-79.48121,1983,M6S
102214,102243,16/05/88,,L6R,T850095530,BUILDING RENOVATOR,L6R,43.781442,-79.77058,1988,L6R
102215,102244,03/05/77,,L4L,T850027673,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1977,L4L
102216,102245,21/02/79,,L3P,T850001603,BUILDING RENOVATOR,L3P,43.88032,-79.361522,1979,L3P
102217,102246,26/07/66,CLINTON CONSTRUCTION CO,L6T,T850027533,BUILDING RENOVATOR,L6T,43.739983,-79.650583,1966,L6T
102218,102247,01/01/90,,M9L,T850202965,BUILDING RENOVATOR,M9L,43.75901,-79.545197,1990,M9L
102219,102248,19/03/91,GREENVALLEY CONSTRUCTION,L4L,T850210763,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1991,L4L
102220,102249,13/04/94,C M GENERAL CONTRACTING,M1K,T850230501,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1994,M1K
102221,102250,28/07/81,,M1W,T850022849,BUILDING RENOVATOR,M1W,43.800983,-79.319534,1981,M1W
102222,102251,04/10/88,CHAN ALUMINIUM,M6M,T850106253,BUILDING RENOVATOR,M6M,43.689769,-79.490769,1988,M6M
102223,102252,12/12/75,,M6K,T850014382,BUILDING RENOVATOR,M6K,43.641291,-79.414722,1975,M6K
102224,102253,04/10/68,KINGSWAY HOME IMPROVEMENT,L6T,T850030628,BUILDING RENOVATOR,L6T,43.739983,-79.650583,1968,L6T
102225,102254,08/09/77,WESTERN GENERAL RENOVATION,M1V,T850031147,BUILDING RENOVATOR,M1V,43.810753,-79.292694,1977,M1V
102226,102255,19/07/96,,M6C,T850245109,BUILDING RENOVATOR,M6C,43.69846,-79.438896,1996,M6C
102227,102256,30/04/80,,M1S,T850005752,BUILDING RENOVATOR,M1S,43.792274,-79.28638,1980,M1S
102228,102257,15/10/70,ART'S ALUMINUM WINDOWS AND DOORS,L4W,T850035486,BUILDING RENOVATOR,L4W,43.641258,-79.614474,1970,L4W
102229,102258,10/10/95,CANADIAN RENOVATIONS 2000,M1H,T850240047,BUILDING RENOVATOR,M1H,43.770981,-79.238007,1995,M1H
102230,102259,14/09/95,T.H.I.C. CONTRACTING LTD,M1K,T850239714,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1995,M1K
102231,102260,29/06/89,,M2R,T850200955,BUILDING RENOVATOR,M2R,43.783661,-79.444992,1989,M2R
102232,102261,16/06/92,BARWOOD FLOORING LTD,M1H,T850218851,BUILDING RENOVATOR,M1H,43.770981,-79.238007,1992,M1H
102233,102262,14/07/81,,M3H,T850011925,BUILDING RENOVATOR,M3H,43.797038,-79.423404,1981,M3H
102234,102263,29/09/76,,M1P,T850023409,BUILDING RENOVATOR,M1P,43.752142,-79.265428,1976,M1P
102235,102264,25/11/86,,M2H,T850085093,BUILDING RENOVATOR,M2H,43.801874,-79.344606,1986,M2H
102236,102265,22/02/66,,M4L,T850021940,BUILDING RENOVATOR,M4L,43.670341,-79.3116,1966,M4L
102237,102266,28/01/80,,M9C,T850001256,BUILDING RENOVATOR,M9C,43.627728,-79.558823,1980,M9C
102238,102267,25/05/76,,M6N,T850001421,BUILDING RENOVATOR,M6N,43.674026,-79.488441,1976,M6N
102239,102268,03/01/84,,V3S,T850061011,BUILDING RENOVATOR,V3S,0.0,0.0,1984,V3S
102240,102269,23/09/85,,M6M,T850075052,BUILDING RENOVATOR,M6M,43.689769,-79.490769,1985,M6M
102241,102270,16/06/86,SINOCAN CONSTRUCTION,M4M,T850080656,BUILDING RENOVATOR,M4M,43.651613,-79.352272,1986,M4M
102242,102271,14/06/89,TABATA REMODEL,M1T,T850200708,BUILDING RENOVATOR,M1T,43.784,-79.304299,1989,M1T
102243,102272,24/03/93,PARK AVENUE RENOVATIONS,M2H,T850223669,BUILDING RENOVATOR,M2H,43.801874,-79.344606,1993,M2H
102244,102273,20/10/95,R B SERVICES,L1S,T850240273,BUILDING RENOVATOR,L1S,43.865535,-79.035103,1995,L1S
102245,102274,10/09/79,,M6M,T850008962,BUILDING RENOVATOR,M6M,43.689769,-79.490769,1979,M6M
102246,102275,31/03/80,GENESIS CONTRACTING,L4K,T850037136,BUILDING RENOVATOR,L4K,43.811608,-79.552851,1980,L4K
102247,102276,01/01/89,,M4S,T850107244,BUILDING RENOVATOR,M4S,43.706192,-79.393227,1989,M4S
102248,102277,01/01/94,MILLBANK HOME IMPROVEMENTS LIMITED,L5S,T850228191,BUILDING RENOVATOR,L5S,43.650196,-79.704575,1994,L5S
102249,102278,30/03/67,ALTON ROOFING SHEET METAL,M4C,T850017807,BUILDING RENOVATOR,M4C,43.683744,-79.322361,1967,M4C
102250,102279,17/06/69,ROGLAND ROOFING CO LTD,L5A,T850009192,BUILDING RENOVATOR,L5A,43.551172,-79.584278,1969,L5A
102251,102280,02/05/67,WEST HILL CONSTRUCTION CO,M1C,T850015314,BUILDING RENOVATOR,M1C,43.789091,-79.160265,1967,M1C
102252,102281,19/06/96,HOME SWEET HOME BUILDING PRODUCTS,L3T,T850244436,BUILDING RENOVATOR,L3T,43.629647,-79.351492,1996,L3T
102253,102282,21/02/95, ,L5E,T850235896,BUILDING RENOVATOR,L5E,43.573567,-79.558679,1995,L5E
102254,102283,28/03/95,REDROCK RENOVATIONS,M4R,T850236594,BUILDING RENOVATOR,M4R,43.706612,-79.399671,1995,M4R
102255,102284,02/06/86,,M6G,T850074071,BUILDING RENOVATOR,M6G,43.669493,-79.423525,1986,M6G
102256,102285,10/04/81,,M3M,T850011594,BUILDING RENOVATOR,M3M,43.721721,-79.493153,1981,M3M
102257,102286,30/05/96, ,L0N,T850244041,BUILDING RENOVATOR,L0N,44.069274,-79.488618,1996,L0N
102258,102287,15/03/79,,M6M,T850006347,BUILDING RENOVATOR,M6M,43.689769,-79.490769,1979,M6M
102259,102288,31/07/96,STAR PRIDE HOME IMPROVEMENTS AND PLUMBING,M6E,T850245305,BUILDING RENOVATOR,M6E,43.697171,-79.443523,1996,M6E
102260,102289,19/02/69,SPEEDY PLASTERING,L4C,T850040858,BUILDING RENOVATOR,L4C,43.894145,-79.436629,1969,L4C
102261,102290,23/01/97,MICHAEL THOMAS CONSTRUCTION,L4K,T853003053,BUILDING RENOVATOR,L4K,43.811608,-79.552851,1997,L4K
102262,102291,29/08/72,ROYAL HOUSE IMPROVEMENTS,L1V,T850017278,BUILDING RENOVATOR,L1V,43.835053,-79.099848,1972,L1V
102263,102292,04/01/83,J L HOME IMPROVEMENTS,M6B,T850053380,BUILDING RENOVATOR,M6B,43.705605,-79.428726,1983,M6B
102264,102293,27/04/95,NORELO CONTRACTING,L6L,T850237308,BUILDING RENOVATOR,L6L,43.38356,-79.734917,1995,L6L
102265,102294,23/10/74,NORTH YORK ALUMINUM & SHEET METAL,L3Y,T850013616,BUILDING RENOVATOR,L3Y,44.085347,-79.430762,1974,L3Y
102266,102295,29/07/76,UNITED WOODWORKS,L3R,T850020298,BUILDING RENOVATOR,L3R,43.841094,-79.325796,1976,L3R
102267,102296,04/07/88,,L6A,T850104829,BUILDING RENOVATOR,L6A,43.879064,-79.517958,1988,L6A
102268,102297,08/05/81,,L1V,T850007980,BUILDING RENOVATOR,L1V,43.835053,-79.099848,1981,L1V
102269,102298,10/01/92,,L3T,T850215816,BUILDING RENOVATOR,L3T,43.629647,-79.351492,1992,L3T
102270,102299,05/05/78,,M1E,T850003492,BUILDING RENOVATOR,M1E,43.763367,-79.161438,1978,M1E
102271,102300,31/05/73,,M1V,T850008319,BUILDING RENOVATOR,M1V,43.810753,-79.292694,1973,M1V
102272,102301,12/01/90,CEDAR HILLS CONTRACTING,M2N,T850203642,BUILDING RENOVATOR,M2N,43.765808,-79.412476,1990,M2N
102273,102302,28/01/87,,L6Z,T850086257,BUILDING RENOVATOR,L6Z,43.785739,-79.767566,1987,L6Z
102274,102303,01/01/96,DUDE CONSTRUCTION COMPANY,L3R,T850240836,BUILDING RENOVATOR,L3R,43.841094,-79.325796,1996,L3R
102275,102304,23/10/96,ONTARIO BUILDING PRODUCTS,M2R,T850246565,BUILDING RENOVATOR,M2R,43.783661,-79.444992,1996,M2R
102276,102305,22/09/94,GERMANO ROOFING,M9W,T850233333,BUILDING RENOVATOR,M9W,43.692348,-79.585342,1994,M9W
102277,102306,15/03/94,HARRINGTON AND BROOKS INC.,M4L,T850229856,BUILDING RENOVATOR,M4L,43.670341,-79.3116,1994,M4L
102278,102307,19/04/93,SEEBACK & SON INC.,M8Z,T850224213,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,1993,M8Z
102279,102308,18/06/92,J.V.L. CONSTRUCTION LTD,M4N,T850218906,BUILDING RENOVATOR,M4N,43.719292,-79.386154,1992,M4N
102280,102309,08/01/96,,M5T,T850241369,BUILDING RENOVATOR,M5T,43.653338,-79.397234,1996,M5T
102281,102310,13/10/95,DUE-NORTH CONSTRUCTION SERVICES INC,L5H,T850240132,BUILDING RENOVATOR,L5H,43.549495,-79.590034,1995,L5H
102282,102311,14/10/82,,M9L,T850051764,BUILDING RENOVATOR,M9L,43.75901,-79.545197,1982,M9L
102283,102312,10/02/82,ESPERIA CONTRACTING CO,M6A,T850044397,BUILDING RENOVATOR,M6A,43.675523,-79.440063,1982,M6A
102284,102313,05/10/95,MARTIN RICHARDS DESIGN,M2N,T850240009,BUILDING RENOVATOR,M2N,43.765808,-79.412476,1995,M2N
102285,102314,04/01/77,ABCO ROOFING SHEET METAL,L1S,T850017799,BUILDING RENOVATOR,L1S,43.865535,-79.035103,1977,L1S
102286,102315,21/04/94,ASPEN HOME RENOVATIONS,M2N,T850230730,BUILDING RENOVATOR,M2N,43.765808,-79.412476,1994,M2N
102287,102316,26/08/96,UNAN CONSTRUCTION CO,L5B,T850245635,BUILDING RENOVATOR,L5B,43.585495,-79.647046,1996,L5B
102288,102317,07/05/91,,L4W,T850211744,BUILDING RENOVATOR,L4W,43.641258,-79.614474,1991,L4W
102289,102318,10/03/69,WHITBY ALUMINUM HOME IMPR,L1N,T850032004,BUILDING RENOVATOR,L1N,43.886956,-78.94324,1969,L1N
102290,102319,23/08/82,,L4B,T850050584,BUILDING RENOVATOR,L4B,43.843529,-79.424558,1982,L4B
102291,102320,11/02/92,CALEDON CONTRACTING LTD,L7E,T850216316,BUILDING RENOVATOR,L7E,43.929823,-79.804379,1992,L7E
102292,102321,14/04/94,L.S. ALUMINUM LTD,M3L,T850230568,BUILDING RENOVATOR,M3L,43.727045,-79.520757,1994,M3L
102293,102322,11/01/73,,M2H,T850000183,BUILDING RENOVATOR,M2H,43.801874,-79.344606,1973,M2H
102294,102323,09/09/76,,M6N,T850000837,BUILDING RENOVATOR,M6N,43.674026,-79.488441,1976,M6N
102295,102324,29/10/76,FRANKWALL INTERIORS CO,L3T,T850000852,BUILDING RENOVATOR,L3T,43.629647,-79.351492,1976,L3T
102296,102325,02/02/81,,M9V,T850000977,BUILDING RENOVATOR,M9V,43.741978,-79.586254,1981,M9V
102297,102326,12/01/70,RIEN ARTS CUSTOM WOODWORK,M1C,T850001538,BUILDING RENOVATOR,M1C,43.789091,-79.160265,1970,M1C
102298,102327,16/07/81,,M1G,T850001769,BUILDING RENOVATOR,M1G,43.771477,-79.209709,1981,M1G
102299,102328,15/12/75,,M3H,T850002114,BUILDING RENOVATOR,M3H,43.797038,-79.423404,1975,M3H
102300,102329,11/10/67,,L4C,T850002197,BUILDING RENOVATOR,L4C,43.894145,-79.436629,1967,L4C
102301,102330,04/09/79,,L0G,T850002312,BUILDING RENOVATOR,L0G,43.850018,-79.328474,1979,L0G
102302,102331,07/05/76,,M6N,T850003104,BUILDING RENOVATOR,M6N,43.674026,-79.488441,1976,M6N
102303,102332,28/07/77,,L6Y,T850003500,BUILDING RENOVATOR,L6Y,43.634656,-79.754125,1977,L6Y
102304,102333,22/04/77,PROVINCIAL ALUMINUM,M6R,T850003526,BUILDING RENOVATOR,M6R,43.639825,-79.454148,1977,M6R
102305,102334,28/06/79,,L0C,T850003534,BUILDING RENOVATOR,L0C,43.885423,-79.300481,1979,L0C
102306,102335,24/02/81,CANADIAN MASONRY REST CO,M8Z,T850004250,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,1981,M8Z
102307,102336,18/03/69,,M1M,T850004797,BUILDING RENOVATOR,M1M,43.724026,-79.241241,1969,M1M
102308,102337,01/01/67,ROYAL YORK ROOFING,M1E,T850005349,BUILDING RENOVATOR,M1E,43.763367,-79.161438,1967,M1E
102309,102338,01/11/79,JET-SON DRYWALL & SPRAY,M1R,T850005646,BUILDING RENOVATOR,M1R,43.745781,-79.295441,1979,M1R
102310,102339,16/01/81,,M4K,T850005760,BUILDING RENOVATOR,M4K,43.688515,-79.362238,1981,M4K
102311,102340,30/06/71,,M3N,T850005927,BUILDING RENOVATOR,M3N,43.752712,-79.512823,1971,M3N
102312,102341,27/09/76,A-V GENERAL CONTRACTOR,L4L,T850005976,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1976,L4L
102313,102342,21/10/83,,M1H,T850006008,BUILDING RENOVATOR,M1H,43.770981,-79.238007,1983,M1H
102314,102343,01/11/76,,M3H,T850006248,BUILDING RENOVATOR,M3H,43.797038,-79.423404,1976,M3H
102315,102344,25/05/67,,M1H,T850006750,BUILDING RENOVATOR,M1H,43.770981,-79.238007,1967,M1H
102316,102345,11/09/72,CHAN PANG KEE,M5S,T850006818,BUILDING RENOVATOR,M5S,43.669071,-79.391342,1972,M5S
102317,102346,07/11/67,DORVAL CONSTRUCTION CO,L4L,T850007121,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1967,L4L
102318,102347,25/06/75,KEN LOON CONSTRUCTION,M4M,T850007881,BUILDING RENOVATOR,M4M,43.651613,-79.352272,1975,M4M
102319,102348,02/03/78,,M4E,T850007907,BUILDING RENOVATOR,M4E,43.68755,-79.291656,1978,M4E
102320,102349,24/06/80,,L5M,T850008244,BUILDING RENOVATOR,L5M,43.565556,-79.706805,1980,L5M
102321,102350,21/04/76,,M2L,T850008616,BUILDING RENOVATOR,M2L,43.746212,-79.394073,1976,M2L
102322,102351,22/05/81,EASTWOOD CARPENTRY,M4C,T850008855,BUILDING RENOVATOR,M4C,43.683744,-79.322361,1981,M4C
102323,102352,14/06/79,OTTAWA ALUMINUM SIDING,L6S,T850008921,BUILDING RENOVATOR,L6S,43.74988,-79.687463,1979,L6S
102324,102353,25/05/79,,M9B,T850009150,BUILDING RENOVATOR,M9B,43.639329,-79.535418,1979,M9B
102325,102354,11/01/77,CONTEMPORARY MASONRY,L6S,T850009796,BUILDING RENOVATOR,L6S,43.74988,-79.687463,1977,L6S
102326,102355,23/06/80,,M1K,T850009820,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1980,M1K
102327,102356,20/03/79,,L0H,T850009929,BUILDING RENOVATOR,L0H,43.495282,-79.698289,1979,L0H
102328,102357,24/09/75,,L6H,T850010406,BUILDING RENOVATOR,L6H,43.471933,-79.681705,1975,L6H
102329,102358,24/10/75,MAPLE GENERAL CONTRACTOR,L6A,T850010612,BUILDING RENOVATOR,L6A,43.879064,-79.517958,1975,L6A
102330,102359,05/04/79,ABCO CONTRACTING,L4N,T850010729,BUILDING RENOVATOR,L4N,44.330758,-79.728673,1979,L4N
102331,102360,11/10/79,CITY-WIDE RENOVATIONS,M9V,T850010976,BUILDING RENOVATOR,M9V,43.741978,-79.586254,1979,M9V
102332,102361,11/04/74,,L4T,T850011065,BUILDING RENOVATOR,L4T,43.628726,-79.664034,1974,L4T
102333,102362,30/04/68,,M1E,T850012808,BUILDING RENOVATOR,M1E,43.763367,-79.161438,1968,M1E
102334,102363,31/05/76,,K0K,T850013269,BUILDING RENOVATOR,K0K,44.019215,-77.139691,1976,K0K
102335,102364,02/09/66,,M6S,T850013541,BUILDING RENOVATOR,M6S,43.650799,-79.48121,1966,M6S
102336,102365,13/02/76,,M1S,T850014077,BUILDING RENOVATOR,M1S,43.792274,-79.28638,1976,M1S
102337,102366,01/10/74,A ONE ALTERATIONS,M1E,T850014127,BUILDING RENOVATOR,M1E,43.763367,-79.161438,1974,M1E
102338,102367,03/06/76,,M2J,T850014606,BUILDING RENOVATOR,M2J,43.776674,-79.342683,1976,M2J
102339,102368,16/12/75,,L7B,T850014689,BUILDING RENOVATOR,L7B,43.914243,-79.640675,1975,L7B
102340,102369,24/06/80,,L0P,T850014838,BUILDING RENOVATOR,L0P,43.600621,-79.763466,1980,L0P
102341,102370,12/03/80,,M6C,T850014937,BUILDING RENOVATOR,M6C,43.69846,-79.438896,1980,M6C
102342,102371,24/01/80,,L4J,T850015124,BUILDING RENOVATOR,L4J,43.818375,-79.452075,1980,L4J
102343,102372,18/09/70,,L0G,T850016213,BUILDING RENOVATOR,L0G,43.850018,-79.328474,1970,L0G
102344,102373,23/03/78,A K BUILDING RENOVATOR,M2K,T850017377,BUILDING RENOVATOR,M2K,43.769675,-79.369935,1978,M2K
102345,102374,27/11/75,GEORGE KOPET ALUMINUM SIDING,L4E,T850017419,BUILDING RENOVATOR,L4E,43.913571,-79.470502,1975,L4E
102346,102375,21/11/73,,M9W,T850018151,BUILDING RENOVATOR,M9W,43.692348,-79.585342,1973,M9W
102347,102376,28/05/76,,M1M,T850018987,BUILDING RENOVATOR,M1M,43.724026,-79.241241,1976,M1M
102348,102377,05/06/78,BILL LUNDY AND SON CARPEN,L3Z,T850019282,BUILDING RENOVATOR,L3Z,44.14163,-79.556755,1978,L3Z
102349,102378,12/01/78,,M4K,T850019829,BUILDING RENOVATOR,M4K,43.688515,-79.362238,1978,M4K
102350,102379,24/11/75,,M1S,T850019993,BUILDING RENOVATOR,M1S,43.792274,-79.28638,1975,M1S
102351,102380,17/02/78,,L6V,T850020215,BUILDING RENOVATOR,L6V,43.670392,-79.75653,1978,L6V
102352,102381,11/10/79,,M9V,T850021064,BUILDING RENOVATOR,M9V,43.741978,-79.586254,1979,M9V
102353,102382,10/07/72,MODERN GENERAL CONTRACTOR,M4C,T850021403,BUILDING RENOVATOR,M4C,43.683744,-79.322361,1972,M4C
102354,102383,26/05/70,CENTURY ALUMINUM INSTALLATION,M6R,T850022286,BUILDING RENOVATOR,M6R,43.639825,-79.454148,1970,M6R
102355,102384,18/06/74,,M4C,T850022419,BUILDING RENOVATOR,M4C,43.683744,-79.322361,1974,M4C
102356,102385,12/11/75,,M4Y,T850022658,BUILDING RENOVATOR,M4Y,43.657486,-79.362701,1975,M4Y
102357,102386,17/05/73,NORTH YORK GENERAL HOME R,L3T,T850022757,BUILDING RENOVATOR,L3T,43.629647,-79.351492,1973,L3T
102358,102387,01/01/66,DANTE NOCERA CONSTRUCTION,L5E,T850022906,BUILDING RENOVATOR,L5E,43.573567,-79.558679,1966,L5E
102359,102388,01/11/73,,M4J,T850023078,BUILDING RENOVATOR,M4J,43.721377,-79.257537,1973,M4J
102360,102389,11/06/73,TONY PALLOTTA CONTRACTOR,L4L,T850023193,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1973,L4L
102361,102390,09/03/78,AS ABOVE (23599),M2H,T850023599,BUILDING RENOVATOR,M2H,43.801874,-79.344606,1978,M2H
102362,102391,13/10/76,,M6H,T850023623,BUILDING RENOVATOR,M6H,43.659753,-79.428556,1976,M6H
102363,102392,08/05/81,,M4C,T850023656,BUILDING RENOVATOR,M4C,43.683744,-79.322361,1981,M4C
102364,102393,25/05/67,CROSSTOWN SHEET METAL,M6B,T850023953,BUILDING RENOVATOR,M6B,43.705605,-79.428726,1967,M6B
102365,102394,24/04/70,HOME OWNERS ASSOCIATION,M4P,T850024118,BUILDING RENOVATOR,M4P,43.686745,-79.526909,1970,M4P
102366,102395,29/04/68,YORK ALUMINUM INSTALLATIO,L6A,T850024209,BUILDING RENOVATOR,L6A,43.879064,-79.517958,1968,L6A
102367,102396,21/02/80,,M9P,T850024365,BUILDING RENOVATOR,M9P,43.678001,-79.524372,1980,M9P
102368,102397,17/11/77,,L3R,T850025560,BUILDING RENOVATOR,L3R,43.841094,-79.325796,1977,L3R
102369,102398,23/01/74,,M9N,T850025685,BUILDING RENOVATOR,M9N,43.7038,-79.526443,1974,M9N
102370,102399,14/04/80,,M1T,T850026402,BUILDING RENOVATOR,M1T,43.784,-79.304299,1980,M1T
102371,102400,25/04/75,,L6T,T850026733,BUILDING RENOVATOR,L6T,43.739983,-79.650583,1975,L6T
102372,102401,25/02/81,,M5R,T850026758,BUILDING RENOVATOR,M5R,43.671644,-79.392877,1981,M5R
102373,102402,19/10/72,R R ROOFING,M1K,T850027186,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1972,M1K
102374,102403,20/04/79,,L1S,T850027715,BUILDING RENOVATOR,L1S,43.865535,-79.035103,1979,L1S
102375,102404,06/10/75,,M6E,T850027921,BUILDING RENOVATOR,M6E,43.697171,-79.443523,1975,M6E
102376,102405,06/03/80,,M9V,T850028978,BUILDING RENOVATOR,M9V,43.741978,-79.586254,1980,M9V
102377,102406,02/03/79,MOSES MASONRY,L1V,T850029737,BUILDING RENOVATOR,L1V,43.835053,-79.099848,1979,L1V
102378,102407,13/02/76,SECONDIANO QUERIN GEN,M3H,T850030057,BUILDING RENOVATOR,M3H,43.797038,-79.423404,1976,M3H
102379,102408,14/06/73,,M1G,T850030214,BUILDING RENOVATOR,M1G,43.771477,-79.209709,1973,M1G
102380,102409,22/10/74,,L4C,T850030297,BUILDING RENOVATOR,L4C,43.894145,-79.436629,1974,L4C
102381,102410,01/01/66,TORONTO ROOFING CO,M4L,T850031139,BUILDING RENOVATOR,M4L,43.670341,-79.3116,1966,M4L
102382,102411,16/04/74,,L3P,T850031618,BUILDING RENOVATOR,L3P,43.88032,-79.361522,1974,L3P
102383,102412,25/07/66,FAIRBANK TILE CONTRACTOR,M1V,T850031915,BUILDING RENOVATOR,M1V,43.810753,-79.292694,1966,M1V
102384,102413,25/07/66,NORTH TORONTO ROOFING,M4S,T850032459,BUILDING RENOVATOR,M4S,43.706192,-79.393227,1966,M4S
102385,102414,05/06/80,,L1S,T850033002,BUILDING RENOVATOR,L1S,43.865535,-79.035103,1980,L1S
102386,102415,30/07/75,,M1B,T850033333,BUILDING RENOVATOR,M1B,43.754569,-79.352342,1975,M1B
102387,102416,23/05/78,VITTORIO GENERAL CARPENTR,L7E,T850033663,BUILDING RENOVATOR,L7E,43.929823,-79.804379,1978,L7E
102388,102417,11/04/73,,L6Z,T850033986,BUILDING RENOVATOR,L6Z,43.785739,-79.767566,1973,L6Z
102389,102418,21/04/77,SEAFORTH BUILDING GROUP,L3R,T850034315,BUILDING RENOVATOR,L3R,43.841094,-79.325796,1977,L3R
102390,102419,09/07/81,,L5V,T850034604,BUILDING RENOVATOR,L5V,43.591927,-79.673515,1981,L5V
102391,102420,26/10/76,,M2M,T850036112,BUILDING RENOVATOR,M2M,43.787572,-79.414958,1976,M2M
102392,102421,21/03/68,,M8V,T850036286,BUILDING RENOVATOR,M8V,43.621403,-79.483788,1968,M8V
102393,102422,06/06/80,,M1C,T850036740,BUILDING RENOVATOR,M1C,43.789091,-79.160265,1980,M1C
102394,102423,11/01/80,,L3Z,T850037326,BUILDING RENOVATOR,L3Z,44.14163,-79.556755,1980,L3Z
102395,102424,06/07/79,,M6H,T850037433,BUILDING RENOVATOR,M6H,43.659753,-79.428556,1979,M6H
102396,102425,18/09/80,J & G CARPENTER CONST.,M2K,T850037441,BUILDING RENOVATOR,M2K,43.769675,-79.369935,1980,M2K
102397,102426,19/05/72,,M8Y,T850037466,BUILDING RENOVATOR,M8Y,43.624633,-79.488841,1972,M8Y
102398,102427,20/03/74,,M4M,T850039041,BUILDING RENOVATOR,M4M,43.651613,-79.352272,1974,M4M
102399,102428,09/12/66,,M6B,T850039082,BUILDING RENOVATOR,M6B,43.705605,-79.428726,1966,M6B
102400,102429,14/04/76,WANG HING GENERAL CONSTRUCTION,M4M,T850039249,BUILDING RENOVATOR,M4M,43.651613,-79.352272,1976,M4M
102401,102430,06/07/79,,M4L,T850039587,BUILDING RENOVATOR,M4L,43.670341,-79.3116,1979,M4L
102402,102431,11/07/80,R G C GENERAL CONTRACTOR,M3M,T850040841,BUILDING RENOVATOR,M3M,43.721721,-79.493153,1980,M3M
102403,102432,09/03/78,UNIVERSAL HOME REMODELLIN,M3M,T850040866,BUILDING RENOVATOR,M3M,43.721721,-79.493153,1978,M3M
102404,102433,17/01/74,,M1K,T850041385,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1974,M1K
102405,102434,21/01/82,,L1W,T850042854,BUILDING RENOVATOR,L1W,43.825855,-79.091504,1982,L1W
102406,102435,24/10/75,,M9V,T850043126,BUILDING RENOVATOR,M9V,43.741978,-79.586254,1975,M9V
102407,102436,11/01/82,,L1W,T850043555,BUILDING RENOVATOR,L1W,43.825855,-79.091504,1982,L1W
102408,102437,22/02/82,,M6G,T850044561,BUILDING RENOVATOR,M6G,43.669493,-79.423525,1982,M6G
102409,102438,11/03/82,,L6A,T850045147,BUILDING RENOVATOR,L6A,43.879064,-79.517958,1982,L6A
102410,102439,01/01/67,,L4K,T850045667,BUILDING RENOVATOR,L4K,43.811608,-79.552851,1967,L4K
102411,102440,14/04/82,ICON GENERAL CONTRACTORS,M3H,T850045873,BUILDING RENOVATOR,M3H,43.797038,-79.423404,1982,M3H
102412,102441,07/05/82,,M9M,T850046343,BUILDING RENOVATOR,M9M,43.753277,-79.538902,1982,M9M
102413,102442,01/03/79,,L5B,T850046467,BUILDING RENOVATOR,L5B,43.585495,-79.647046,1979,L5B
102414,102443,10/05/82,,L5B,T850046525,BUILDING RENOVATOR,L5B,43.585495,-79.647046,1982,L5B
102415,102444,10/05/82,,L9W,T850046921,BUILDING RENOVATOR,L9W,43.912957,-80.126818,1982,L9W
102416,102445,23/04/82,,M1K,T850046962,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1982,M1K
102417,102446,19/05/78,,L4L,T850047127,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1978,L4L
102418,102447,04/06/82,COMMERCIAL GLASS & ALUMINUM,M2M,T850047937,BUILDING RENOVATOR,M2M,43.787572,-79.414958,1982,M2M
