,Unnamed: 0,Issued,Operating Name,Licence Address Line 3,Licence No.,Category,postal,lat,lng,year,area
107705,107734,03-01-01,GOOD PRICE BAKI,M1J,T853115325,BUILDING RENOVATOR,M1J,43.740852,-79.238945,2001,M1J
107706,107735,04-01-06,NIGHT STAR ROOFING,M9N,T853501564,BUILDING RENOVATOR,M9N,43.7038,-79.526443,2006,M9N
107707,107736,04-01-06,CRAFTMASTER MASONRY SERVICES,M1T,T853599679,BUILDING RENOVATOR,M1T,43.784,-79.304299,2006,M1T
107708,107737,05/01/90,LOGI RENOVATIONS LTD,L6V,T850203503,BUILDING RENOVATOR,L6V,43.670392,-79.75653,1990,L6V
107709,107738,12/01/78,,L6A,T850009887,BUILDING RENOVATOR,L6A,43.879064,-79.517958,1978,L6A
107710,107739,12-01-06,SKILCRAFT GENERAL CONTRACTING,M2L,T853597691,BUILDING RENOVATOR,M2L,43.746212,-79.394073,2006,M2L
107711,107740,14/01/99,NATIONAL RENOVATIONS,L4L,T853090128,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1999,L4L
107712,107741,16-01-07,CONCEPT CONSTRUCTION AND DESIGN,M9R,T853617680,BUILDING RENOVATOR,M9R,43.675165,-79.530631,2007,M9R
107713,107742,16-01-07,FORTRESS WINDOWS AND DOORS,M2K,T853611614,BUILDING RENOVATOR,M2K,43.769675,-79.369935,2007,M2K
107714,107743,16-01-07,REGENCY HOME RENOVATIONS,M2N,T853617682,BUILDING RENOVATOR,M2N,43.765808,-79.412476,2007,M2N
107715,107744,16-01-07,BAEUMLER QUALITY CONSTRUCTION AND RENOVATIONS,L6K,T853616981,BUILDING RENOVATOR,L6K,43.434453,-79.690754,2007,L6K
107716,107745,03-03-04,MODULAR HOME ADDITIONS LTD,M4B,T853473541,BUILDING RENOVATOR,M4B,43.702857,-79.297409,2004,M4B
107717,107746,20/01/93,,P1L,T850222449,BUILDING RENOVATOR,P1L,45.022418,-79.296776,1993,P1L
107718,107747,20/01/99,GROUP 4 INTERIORS,M1P,T853091202,BUILDING RENOVATOR,M1P,43.752142,-79.265428,1999,M1P
107719,107748,23/01/96,CONCREATE USL LTD,L7E,T850241678,BUILDING RENOVATOR,L7E,43.929823,-79.804379,1996,L7E
107720,107749,29/01/76,,M6M,T850006909,BUILDING RENOVATOR,M6M,43.689769,-79.490769,1976,M6M
107721,107750,07/05/82,,M6J,T850046194,BUILDING RENOVATOR,M6J,43.641374,-79.422896,1982,M6J
107722,107751,30-01-01,DO-IT-RIGHT CONTRACTOR & RENOVATIONS,L4H,T853117965,BUILDING RENOVATOR,L4H,43.844786,-79.560098,2001,L4H
107723,107752,01/02/84,,L3R,T850062266,BUILDING RENOVATOR,L3R,43.841094,-79.325796,1984,L3R
107724,107753,02-02-05,MCI CONSTRUCTION COMPANY,L4B,T853588190,BUILDING RENOVATOR,L4B,43.843529,-79.424558,2005,L4B
107725,107754,03-02-04,,M4C,T853368818,BUILDING RENOVATOR,M4C,43.683744,-79.322361,2004,M4C
107726,107755,04/02/74,INTER LUX ALUMINUM,M4P,T850024720,BUILDING RENOVATOR,M4P,43.686745,-79.526909,1974,M4P
107727,107756,04-02-04,ABC INTERIOR CONSTRUCTION AND MANAGEMENT,L4W,T853365578,BUILDING RENOVATOR,L4W,43.641258,-79.614474,2004,L4W
107728,107757,06-02-07,DEGALL'S GENERAL CONTRACTING LTD,M4K,T853719226,BUILDING RENOVATOR,M4K,43.688515,-79.362238,2007,M4K
107729,107758,07-02-02,BUCKINGHAM HOME ENHANCEMENTS,L0B,T853135203,BUILDING RENOVATOR,L0B,44.156796,-78.780648,2002,L0B
107730,107759,08/02/96, ,L6A,T850241952,BUILDING RENOVATOR,L6A,43.879064,-79.517958,1996,L6A
107731,107760,09-02-07,ALL SEASON WATERPROOFING INC,M1G,T853719278,BUILDING RENOVATOR,M1G,43.771477,-79.209709,2007,M1G
107732,107761,10-02-03,MASTER TILE,L4T,T853355111,BUILDING RENOVATOR,L4T,43.628726,-79.664034,2003,L4T
107733,107762,11-02-03,NORTH YORK PAINTING & CONTRACTING LIMITED,M1V,T853254165,BUILDING RENOVATOR,M1V,43.810753,-79.292694,2003,M1V
107734,107763,26/02/96,BEVERLEY HILLS HOME IMPROVEMENTS,L8E,T850242245,BUILDING RENOVATOR,L8E,43.210057,-79.682601,1996,L8E
107735,107764,13/02/98,LAKESHORE RENOVATIONS,M8V,T853080962,BUILDING RENOVATOR,M8V,43.621403,-79.483788,1998,M8V
107736,107765,13-02-04,ANTIQUE ROOFING & SHEET METAL,L4W,T853360836,BUILDING RENOVATOR,L4W,43.641258,-79.614474,2004,L4W
107737,107766,13-02-07,GUJRAT BUILDING RENOVATIONS,M1G,T853615336,BUILDING RENOVATOR,M1G,43.771477,-79.209709,2007,M1G
107738,107767,15-02-06,P.T. CONSTRUCTION,L4L,T853604636,BUILDING RENOVATOR,L4L,43.792539,-79.551279,2006,L4L
107739,107768,15-02-07,ROOF CANADA,L3T,T853618787,BUILDING RENOVATOR,L3T,43.629647,-79.351492,2007,L3T
107740,107769,17/02/88,,M1S,T850098112,BUILDING RENOVATOR,M1S,43.792274,-79.28638,1988,M1S
107741,107770,18-02-02,DAVID'S RENOVATING,M6B,T853136885,BUILDING RENOVATOR,M6B,43.705605,-79.428726,2002,M6B
107742,107771,19/02/97,CLEANOL SERVICES,M9M,T853000828,BUILDING RENOVATOR,M9M,43.753277,-79.538902,1997,M9M
107743,107772,12-12-06,TAMPA CONSTRUCTION,M9W,T853613870,BUILDING RENOVATOR,M9W,43.692348,-79.585342,2006,M9W
107744,107773,21/02/96,D.E.M. CONTRACTING,L1N,T850242169,BUILDING RENOVATOR,L1N,43.886956,-78.94324,1996,L1N
107745,107774,21/02/96,WINDERMERE CARPENTRY & CABINET MAKING SERVICES,L1W,T850242177,BUILDING RENOVATOR,L1W,43.825855,-79.091504,1996,L1W
107746,107775,21-02-06,ONTARIO CERTIFIED CONTRACTORS,M1W,T853501604,BUILDING RENOVATOR,M1W,43.800983,-79.319534,2006,M1W
107747,107776,23/02/96, ,M4E,T850242223,BUILDING RENOVATOR,M4E,43.68755,-79.291656,1996,M4E
107748,107777,22-02-06,PETER'S PAINTS & REPAIRS,M1R,T853597468,BUILDING RENOVATOR,M1R,43.745781,-79.295441,2006,M1R
107749,107778,23-02-07,JAM-EDGE CONSTRUCTION CO.,L6A,T853616861,BUILDING RENOVATOR,L6A,43.879064,-79.517958,2007,L6A
107750,107779,24/02/00,LFB CONTRACTING LTD,M3N,T853105716,BUILDING RENOVATOR,M3N,43.752712,-79.512823,2000,M3N
107751,107780,24-02-04,,M9B,T853371034,BUILDING RENOVATOR,M9B,43.639329,-79.535418,2004,M9B
107752,107781,24-02-06,IRONWOOD CONSTRUCTION,M4K,T853604359,BUILDING RENOVATOR,M4K,43.688515,-79.362238,2006,M4K
107753,107782,25/02/86,,M4B,T850078254,BUILDING RENOVATOR,M4B,43.702857,-79.297409,1986,M4B
107754,107783,26-02-07,M F HILLER JOINERY & SPECIALTIES,M6J,T853604954,BUILDING RENOVATOR,M6J,43.641374,-79.422896,2007,M6J
107755,107784,27/02/96,BRICKWOOD CUSTOM CONSTRUCTION LIMITED,M9P,T850242277,BUILDING RENOVATOR,M9P,43.678001,-79.524372,1996,M9P
107756,107785,27/02/97,CITY-WIDE RENOVATIONS,M9V,T853004443,BUILDING RENOVATOR,M9V,43.741978,-79.586254,1997,M9V
107757,107786,28-02-05,INT CONSTRUCTION SERVICE,M4L,T853589139,BUILDING RENOVATOR,M4L,43.670341,-79.3116,2005,M4L
107758,107787,01/03/00,DOOR & WINDOW EXPERTS,L4C,T853105670,BUILDING RENOVATOR,L4C,43.894145,-79.436629,2000,L4C
107759,107788,02/03/78,,L4E,T850087016,BUILDING RENOVATOR,L4E,43.913571,-79.470502,1978,L4E
107760,107789,18/05/76,,M2M,T850031295,BUILDING RENOVATOR,M2M,43.787572,-79.414958,1976,M2M
107761,107790,16/05/00,RICHVIEW WINDOWS,M6M,T853108156,BUILDING RENOVATOR,M6M,43.689769,-79.490769,2000,M6M
107762,107791,05-03-07,WINDOWS AND THINGS,L0L,T853721510,BUILDING RENOVATOR,L0L,44.558068,-79.615702,2007,L0L
107763,107792,06/03/68,,M4E,T850048927,BUILDING RENOVATOR,M4E,43.68755,-79.291656,1968,M4E
107764,107793,06-03-01,CANUS GENERAL CONTRACTING,M9L,T853119057,BUILDING RENOVATOR,M9L,43.75901,-79.545197,2001,M9L
107765,107794,09-03-05,,M4L,T853589034,BUILDING RENOVATOR,M4L,43.670341,-79.3116,2005,M4L
107766,107795,09-03-06,,L1N,T853606085,BUILDING RENOVATOR,L1N,43.886956,-78.94324,2006,L1N
107767,107796,18-01-07,POLYMERIC ENGINEERING LTD,L6W,T853616742,BUILDING RENOVATOR,L6W,43.667563,-79.711057,2007,L6W
107768,107797,29-05-07,FINNMARK CONTRACTING,L4A,T853721178,BUILDING RENOVATOR,L4A,43.975784,-79.261153,2007,L4A
107769,107798,27/01/00,ACROSS CANADA CONSTRUCTION,L4L,T853095431,BUILDING RENOVATOR,L4L,43.792539,-79.551279,2000,L4L
107770,107799,30-10-07,WAN SUN ROOFING AND RENOVATION,L3S,T853729274,BUILDING RENOVATOR,L3S,43.822307,-79.301551,2007,L3S
107771,107800,12-03-07,DOUGLAS REID RENOVATIONS,M6G,T853719746,BUILDING RENOVATOR,M6G,43.669493,-79.423525,2007,M6G
107772,107801,14-03-03,ROOF TILE MANAGEMENT,L4T,T853251270,BUILDING RENOVATOR,L4T,43.628726,-79.664034,2003,L4T
107773,107802,15/03/96,INTERIOR DIMENSIONS,M4T,T850242655,BUILDING RENOVATOR,M4T,43.682411,-79.390343,1996,M4T
107774,107803,01-01-04,SE CONTRACTING ALUMINUM SERVICES,L5K,T853364902,BUILDING RENOVATOR,L5K,43.527849,-79.651684,2004,L5K
107775,107804,17-03-05,J P RICHARDSON & SON CONTRACTING 1965,M3C,T853589972,BUILDING RENOVATOR,M3C,43.731031,-79.341722,2005,M3C
107776,107805,18/03/96,V-CON CORPORATION,L7B,T850242694,BUILDING RENOVATOR,L7B,43.914243,-79.640675,1996,L7B
107777,107806,20-03-01,,M3M,T853119797,BUILDING RENOVATOR,M3M,43.721721,-79.493153,2001,M3M
107778,107807,20-03-02,"WAKEFIELD TIANNOS, CONSULTANTS & GENERAL CONTRACTORS",M4A,T853239558,BUILDING RENOVATOR,M4A,43.71904,-79.306343,2002,M4A
107779,107808,21/03/00,ALLIANCE ROOFING & SHEET METAL,N1K,T853105967,BUILDING RENOVATOR,N1K,43.555625,-80.295557,2000,N1K
107780,107809,21-03-07,1573875 ONTARIO CORP,M2N,T853722211,BUILDING RENOVATOR,M2N,43.765808,-79.412476,2007,M2N
107781,107810,22/03/88,,M8W,T850100041,BUILDING RENOVATOR,M8W,43.590207,-79.545244,1988,M8W
107782,107811,22/03/00,,L1Y,T853095693,BUILDING RENOVATOR,L1Y,43.97476,-79.127452,2000,L1Y
107783,107812,22-03-04,FM RESTORATION & WATERPROOFING,M6L,T853476304,BUILDING RENOVATOR,M6L,43.736408,-79.525881,2004,M6L
107784,107813,29/08/66,NORTH YORK-ETOB ROOFING,L1E,T850032525,BUILDING RENOVATOR,L1E,43.872519,-78.743975,1966,L1E
107785,107814,26/03/96,RP CONTRACTING,L4S,T850242874,BUILDING RENOVATOR,L4S,43.879629,-79.394865,1996,L4S
107786,107815,25-03-04,INTRIGUEDBYDESIGN.COM,M4C,T853472797,BUILDING RENOVATOR,M4C,43.683744,-79.322361,2004,M4C
107787,107816,30-03-06,P T GENERAL CONTRACTOR,M1L,T853605415,BUILDING RENOVATOR,M1L,43.701933,-79.276201,2006,M1L
107788,107817,30-03-07,,L3R,T853617593,BUILDING RENOVATOR,L3R,43.841094,-79.325796,2007,L3R
107789,107818,30-03-07,,L3P,T853617591,BUILDING RENOVATOR,L3P,43.88032,-79.361522,2007,L3P
107790,107819,30-03-07,CITY STAR ROOFING,L3S,T853616761,BUILDING RENOVATOR,L3S,43.822307,-79.301551,2007,L3S
107791,107820,30-03-07,CROWNHILL EXTERIORS & ROOFING,M8Y,T853719648,BUILDING RENOVATOR,M8Y,43.624633,-79.488841,2007,M8Y
107792,107821,24/01/96,CHERRYWOOD CONSULTING LIMITED,L1X,T850241706,BUILDING RENOVATOR,L1X,43.834199,-79.135059,1996,L1X
107793,107822,01/04/96,GENTILE STONE MASONRY,L4A,T850242965,BUILDING RENOVATOR,L4A,43.975784,-79.261153,1996,L4A
107794,107823,02-04-04,THE ESTON GROUP,M9B,T853473183,BUILDING RENOVATOR,M9B,43.639329,-79.535418,2004,M9B
107795,107824,03-04-03,M.A. RENOVATIONS,M6P,T853254696,BUILDING RENOVATOR,M6P,43.656241,-79.446009,2003,M6P
107796,107825,06-04-04,THE DURAMAX GROUP,M9M,T853475381,BUILDING RENOVATOR,M9M,43.753277,-79.538902,2004,M9M
107797,107826,07-04-04,NU-TOUCH SERVICE,L6R,T853473828,BUILDING RENOVATOR,L6R,43.781442,-79.77058,2004,L6R
107798,107827,11-04-07,FLEMCO,L1X,T853720410,BUILDING RENOVATOR,L1X,43.834199,-79.135059,2007,L1X
107799,107828,13-04-07,ALLIANCE WINDOWS & DOORS MANUFACTURERS,L4K,T853721610,BUILDING RENOVATOR,L4K,43.811608,-79.552851,2007,L4K
107800,107829,10/02/84,,M6L,T850063314,BUILDING RENOVATOR,M6L,43.736408,-79.525881,1984,M6L
107801,107830,05/02/92,NOGUEIRA PAVING RENOVATIONS,M6H,T850216209,BUILDING RENOVATOR,M6H,43.659753,-79.428556,1992,M6H
107802,107831,24/06/80,SERVISOL HOME IMPROVEMENTS,M5M,T850015413,BUILDING RENOVATOR,M5M,43.735323,-79.418211,1980,M5M
107803,107832,23/04/82,,L5H,T850046830,BUILDING RENOVATOR,L5H,43.549495,-79.590034,1982,L5H
107804,107833,26-04-01,BOB BUILDING RENOVATION CONTRACTORS,M6S,T853121840,BUILDING RENOVATOR,M6S,43.650799,-79.48121,2001,M6S
107805,107834,27-04-05,I'M A FLASHER,L1H,T853591185,BUILDING RENOVATOR,L1H,43.882587,-78.801578,2005,L1H
107806,107835,28-04-03,A A RENOVATIONS,L6A,T853356786,BUILDING RENOVATOR,L6A,43.879064,-79.517958,2003,L6A
107807,107836,21-08-03,LEIGH AND ASSOCIATES,L5K,T853361489,BUILDING RENOVATOR,L5K,43.527849,-79.651684,2003,L5K
107808,107837,28-04-05,SANTOS WATER SERVICE & DRAIN,M6P,T853593013,BUILDING RENOVATOR,M6P,43.656241,-79.446009,2005,M6P
107809,107838,29/04/92,,K0M,T850217959,BUILDING RENOVATOR,K0M,44.868763,-78.745418,1992,K0M
107810,107839,02-05-01,ALVIV CONSTRUCTION,M1E,T853121444,BUILDING RENOVATOR,M1E,43.763367,-79.161438,2001,M1E
107811,107840,21/09/89,HELMAR RENOVATIONS,M1M,T850202036,BUILDING RENOVATOR,M1M,43.724026,-79.241241,1989,M1M
107812,107841,29-01-04,HANDYMAN MATTERS,L4G,T853370286,BUILDING RENOVATOR,L4G,43.982547,-79.454099,2004,L4G
107813,107842,05-05-06,H.I.S. HOME IMPROVEMENT SOLUTIONS,L1V,T853607690,BUILDING RENOVATOR,L1V,43.835053,-79.099848,2006,L1V
107814,107843,07/05/92,,M4G,T850218134,BUILDING RENOVATOR,M4G,43.717636,-79.376123,1992,M4G
107815,107844,08-05-06,TRUMBLEY & HAMPTON,L5L,T853606580,BUILDING RENOVATOR,L5L,43.530461,-79.717709,2006,L5L
107816,107845,09/05/90,,M1K,T850205658,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1990,M1K
107817,107846,09-05-03,,M4P,T853357632,BUILDING RENOVATOR,M4P,43.686745,-79.526909,2003,M4P
107818,107847,09-05-03,,L3R,T853357633,BUILDING RENOVATOR,L3R,43.841094,-79.325796,2003,L3R
107819,107848,09-05-03,SEAL-TITE ROOFING & SHEET METAL,L4T,T853359070,BUILDING RENOVATOR,L4T,43.628726,-79.664034,2003,L4T
107820,107849,09-05-06,DINA DECOR REG,L4C,T853606839,BUILDING RENOVATOR,L4C,43.894145,-79.436629,2006,L4C
107821,107850,09-05-06,,M6N,T853607595,BUILDING RENOVATOR,M6N,43.674026,-79.488441,2006,M6N
107822,107851,11-05-05,BROWN'S RENOVATION SERVICE,L6S,T853483988,BUILDING RENOVATOR,L6S,43.74988,-79.687463,2005,L6S
107823,107852,12/05/00,CURL ALUMINUM,L4A,T853106824,BUILDING RENOVATOR,L4A,43.975784,-79.261153,2000,L4A
107824,107853,12-05-05,COMPLETE CONSTRUCTION SERVICES LTD,M1P,T853592708,BUILDING RENOVATOR,M1P,43.752142,-79.265428,2005,M1P
107825,107854,13-05-02,LESLIE VILLE HOME IMPROVEMENT,M4M,T853126291,BUILDING RENOVATOR,M4M,43.651613,-79.352272,2002,M4M
107826,107855,14/05/68,HMF CARPENTRY,M4M,T850010034,BUILDING RENOVATOR,M4M,43.651613,-79.352272,1968,M4M
107827,107856,14-05-07,CORBIN RENOVATORS,M9B,T853720584,BUILDING RENOVATOR,M9B,43.639329,-79.535418,2007,M9B
107828,107857,14-05-07,WELLSBUILD,M4P,T853720375,BUILDING RENOVATOR,M4P,43.686745,-79.526909,2007,M4P
107829,107858,14-05-07,UNICA CUSTOM HOMES,M4P,T853720082,BUILDING RENOVATOR,M4P,43.686745,-79.526909,2007,M4P
107830,107859,15-05-07,,M4C,T853722691,BUILDING RENOVATOR,M4C,43.683744,-79.322361,2007,M4C
107831,107860,16/05/86,NEWMAN'S ALUMINUM SALES,P1H,T850079716,BUILDING RENOVATOR,P1H,45.212901,-79.273513,1986,P1H
107832,107861,05/05/00,,M9V,T853106986,BUILDING RENOVATOR,M9V,43.741978,-79.586254,2000,M9V
107833,107862,19-05-04,EASTGLEN CONTRACTING,M9C,T853475223,BUILDING RENOVATOR,M9C,43.627728,-79.558823,2004,M9C
107834,107863,20/05/76,,L0G,T850000969,BUILDING RENOVATOR,L0G,43.850018,-79.328474,1976,L0G
107835,107864,20-05-05,BILLY BILLY,M4E,T853591178,BUILDING RENOVATOR,M4E,43.68755,-79.291656,2005,M4E
107836,107865,25-08-04,YUILLBUILT.CA,M6G,T853480516,BUILDING RENOVATOR,M6G,43.669493,-79.423525,2004,M6G
107837,107866,27/05/77,,L3S,T850006271,BUILDING RENOVATOR,L3S,43.822307,-79.301551,1977,L3S
107838,107867,28/05/98,,L3S,T853084411,BUILDING RENOVATOR,L3S,43.822307,-79.301551,1998,L3S
107839,107868,28-05-07,CROWN ROOFING COMPANY,M2J,T853721097,BUILDING RENOVATOR,M2J,43.776674,-79.342683,2007,M2J
107840,107869,28-05-07,SPEEDY RENOVATIONS,M1E,T853612330,BUILDING RENOVATOR,M1E,43.763367,-79.161438,2007,M1E
107841,107870,28-05-07,CHE ROOFING COMPANY,M6P,T853617139,BUILDING RENOVATOR,M6P,43.656241,-79.446009,2007,M6P
107842,107871,28-05-07,,M2N,T853721513,BUILDING RENOVATOR,M2N,43.765808,-79.412476,2007,M2N
107843,107872,30-05-05,EAGLE CONSTRUCTION & RESTORATION SERVICES,M6R,T853487375,BUILDING RENOVATOR,M6R,43.639825,-79.454148,2005,M6R
107844,107873,02-06-05,INSIGHT CONSTRUCTION,M6P,T853591363,BUILDING RENOVATOR,M6P,43.656241,-79.446009,2005,M6P
107845,107874,02-06-06,,M6H,T853609902,BUILDING RENOVATOR,M6H,43.659753,-79.428556,2006,M6H
107846,107875,03-06-02,MEDISERVE,M1P,T853245016,BUILDING RENOVATOR,M1P,43.752142,-79.265428,2002,M1P
107847,107876,03-06-05,REMODEX CONTRACTING,M1S,T853595060,BUILDING RENOVATOR,M1S,43.792274,-79.28638,2005,M1S
107848,107877,28/03/96, ,M4J,T850242911,BUILDING RENOVATOR,M4J,43.721377,-79.257537,1996,M4J
107849,107878,16-01-07,JENS NIELSEN CUSTOM CONTRACTING,L6L,T853609239,BUILDING RENOVATOR,L6L,43.38356,-79.734917,2007,L6L
107850,107879,21-03-07,ABG MARBLES,M9L,T853719954,BUILDING RENOVATOR,M9L,43.75901,-79.545197,2007,M9L
107851,107880,05/06/96,BOMACK,M4C,T850244161,BUILDING RENOVATOR,M4C,43.683744,-79.322361,1996,M4C
107852,107881,09-06-04,FRANK DIMARTINO ROOFING,M6J,T853477740,BUILDING RENOVATOR,M6J,43.641374,-79.422896,2004,M6J
107853,107882,11/06/96,ASPEN ALUMINUM,M9L,T850244270,BUILDING RENOVATOR,M9L,43.75901,-79.545197,1996,M9L
107854,107883,11-06-07,THUNDER RENOVATION,M1L,T853721294,BUILDING RENOVATOR,M1L,43.701933,-79.276201,2007,M1L
107855,107884,12/06/80,,L1A,T850030933,BUILDING RENOVATOR,L1A,43.957145,-78.325146,1980,L1A
107856,107885,14-06-01,THE WOODSMITH,M4E,T853122895,BUILDING RENOVATOR,M4E,43.68755,-79.291656,2001,M4E
107857,107886,14-06-04,METRO GENERAL CONTRACTING,L4K,T853477641,BUILDING RENOVATOR,L4K,43.811608,-79.552851,2004,L4K
107858,107887,15-06-05,CONTI RENOVATIONS AND CONTRACTING,M5V,T853594303,BUILDING RENOVATOR,M5V,43.644025,-79.391916,2005,M5V
107859,107888,15-06-05,YING BING CONSTRUCTION,M1S,T853594744,BUILDING RENOVATOR,M1S,43.792274,-79.28638,2005,M1S
107860,107889,15-06-07,FLOORS BY HARRIS,M4T,T853721642,BUILDING RENOVATOR,M4T,43.682411,-79.390343,2007,M4T
107861,107890,15-06-07,CASTLEMORE BATHROOMS,L6P,T853721011,BUILDING RENOVATOR,L6P,43.784293,-79.740595,2007,L6P
107862,107891,11/04/96,NEWBOROUGH CONSTRUCTION,M1K,T850243141,BUILDING RENOVATOR,M1K,43.720406,-79.255784,1996,M1K
107863,107892,01-01-04,FIRST CHOICE ROOFING,M9C,T853371569,BUILDING RENOVATOR,M9C,43.627728,-79.558823,2004,M9C
107864,107893,16-06-04,M D GROUP,M6J,T853476353,BUILDING RENOVATOR,M6J,43.641374,-79.422896,2004,M6J
107865,107894,13-03-06,PREMIER KITCHEN & BATH,M4S,T853605972,BUILDING RENOVATOR,M4S,43.706192,-79.393227,2006,M4S
107866,107895,21/06/00,INZOLA CONSTRUCTION,L6W,T853105796,BUILDING RENOVATOR,L6W,43.667563,-79.711057,2000,L6W
107867,107896,22-06-06,SUNSHINE ROOFING,M3L,T853609464,BUILDING RENOVATOR,M3L,43.727045,-79.520757,2006,M3L
107868,107897,23/06/00,GTA PLUS CONTRACTING,L1V,T853109674,BUILDING RENOVATOR,L1V,43.835053,-79.099848,2000,L1V
107869,107898,23-06-04,ARCHA,M2R,T853478663,BUILDING RENOVATOR,M2R,43.783661,-79.444992,2004,M2R
107870,107899,24/06/96,DAVISVILLE GENERAL CONTRACTORS,M4G,T850244503,BUILDING RENOVATOR,M4G,43.717636,-79.376123,1996,M4G
107871,107900,24/06/96,AARDVARK GROUP,M5V,T850244527,BUILDING RENOVATOR,M5V,43.644025,-79.391916,1996,M5V
107872,107901,27/06/00,PEERLESS CONSTRUCTION GROUP,M8V,T853109631,BUILDING RENOVATOR,M8V,43.621403,-79.483788,2000,M8V
107873,107902,30/06/83,RENOVATIONS BY K B,M4G,T850059379,BUILDING RENOVATOR,M4G,43.717636,-79.376123,1983,M4G
107874,107903,03/07/84,,L3S,T850067372,BUILDING RENOVATOR,L3S,43.822307,-79.301551,1984,L3S
107875,107904,04/07/75,JOHN AND SONS ALUMINUM,L4L,T850011248,BUILDING RENOVATOR,L4L,43.792539,-79.551279,1975,L4L
107876,107905,05/07/76,PRYAMID ALUMINUM,M6B,T850025768,BUILDING RENOVATOR,M6B,43.705605,-79.428726,1976,M6B
107877,107906,05-07-07,J M CONSTRUCTION,M6S,T853721921,BUILDING RENOVATOR,M6S,43.650799,-79.48121,2007,M6S
107878,107907,08-10-02,,L4S,T853249652,BUILDING RENOVATOR,L4S,43.879629,-79.394865,2002,L4S
107879,107908,22-04-04,,M9B,T853474267,BUILDING RENOVATOR,M9B,43.639329,-79.535418,2004,M9B
107880,107909,10/07/96,CLASSIC TOUCH CARPENTRY,L1Y,T850244811,BUILDING RENOVATOR,L1Y,43.97476,-79.127452,1996,L1Y
107881,107910,10/07/96,PETER & GREG WALKER CONTRACTING INC,M8X,T850244851,BUILDING RENOVATOR,M8X,43.65958,-79.509705,1996,M8X
107882,107911,11-07-07,INVENTIVE SOLUTIONS DESIGN BUILD CO,M8Y,T853723029,BUILDING RENOVATOR,M8Y,43.624633,-79.488841,2007,M8Y
107883,107912,11-07-07,ANGEL HOME SOLUTIONS,L5R,T853722763,BUILDING RENOVATOR,L5R,43.604818,-79.672971,2007,L5R
107884,107913,13/07/78,ACCURATE ROOFING-HOME IMPROVEMENTS,M1C,T850031006,BUILDING RENOVATOR,M1C,43.789091,-79.160265,1978,M1C
107885,107914,13-03-06,DRAIN TECH,M4L,T853605735,BUILDING RENOVATOR,M4L,43.670341,-79.3116,2006,M4L
107886,107915,17-07-02,PAUL THE HANDYMAN CONTRACTOR,L9T,T853244240,BUILDING RENOVATOR,L9T,43.514898,-79.838732,2002,L9T
107887,107916,19-07-07,COMPLETE ROOFING & RENOVATION,M5T,T853724054,BUILDING RENOVATOR,M5T,43.653338,-79.397234,2007,M5T
107888,107917,21/07/72,ONOFRIO NOCERA CONSTRUCTION,M8W,T850022922,BUILDING RENOVATOR,M8W,43.590207,-79.545244,1972,M8W
107889,107918,01/06/00,TALBOT ENTERPRISES,L6R,T853107492,BUILDING RENOVATOR,L6R,43.781442,-79.77058,2000,L6R
107890,107919,04-05-04,BLUE SPRINGS CONTRACTING & RENOVATION,M6L,T853475916,BUILDING RENOVATOR,M6L,43.736408,-79.525881,2004,M6L
107891,107920,22-07-05,,M1M,T853589188,BUILDING RENOVATOR,M1M,43.724026,-79.241241,2005,M1M
107892,107921,23/07/97,,M6E,T853008633,BUILDING RENOVATOR,M6E,43.697171,-79.443523,1997,M6E
107893,107922,23-07-07,KITCHENS BY OTHERS,M4K,T853719524,BUILDING RENOVATOR,M4K,43.688515,-79.362238,2007,M4K
107894,107923,24-07-07,A RENAISSANCE CREATION,M8Z,T853723447,BUILDING RENOVATOR,M8Z,43.637002,-79.520842,2007,M8Z
107895,107924,24-07-07,CABIOC RENOVATIONS,M1N,T853723880,BUILDING RENOVATOR,M1N,43.680889,-79.278736,2007,M1N
107896,107925,25-07-05,CASAONE BUILDING GROUP INC,M6K,T853591786,BUILDING RENOVATOR,M6K,43.641291,-79.414722,2005,M6K
107897,107926,13-11-06,ADRIATIC ALUMINIUM INSTALLATION,L4H,T853613543,BUILDING RENOVATOR,L4H,43.844786,-79.560098,2006,L4H
107898,107927,21-03-07,D K CUSTOM BUILD HOMES,M2R,T853719988,BUILDING RENOVATOR,M2R,43.783661,-79.444992,2007,M2R
107899,107928,31/07/96,FILIPE CONSTRUCTION & RENOVATION INC,M6K,T850245306,BUILDING RENOVATOR,M6K,43.641291,-79.414722,1996,M6K
107900,107929,31/07/96,ROYAL WATERPROOFING SYSTEMS INC,M2M,T850245314,BUILDING RENOVATOR,M2M,43.787572,-79.414958,1996,M2M
107901,107930,31/07/98,LAND CONSTRUCTION COMPANY,L3R,T853086927,BUILDING RENOVATOR,L3R,43.841094,-79.325796,1998,L3R
107902,107931,07-08-07,AD RENOVATIONS,M4B,T853720944,BUILDING RENOVATOR,M4B,43.702857,-79.297409,2007,M4B
107903,107932,09-08-01,HARPER HOUSE CONTRACTING,M1M,T853125478,BUILDING RENOVATOR,M1M,43.724026,-79.241241,2001,M1M
107904,107933,09-08-07,MAS,M2R,T853721997,BUILDING RENOVATOR,M2R,43.783661,-79.444992,2007,M2R
